"","gene","interaction_F","interaction_p","male_age_beta","male_p","male_n","female_age_beta","female_p","female_n","overall_age_beta","overall_p","overall_n"
"356","HAPLN3",0.660441298104967,0.416939795705594,-0.000374979705215687,0.126141189424892,153,-0.000122679267393483,0.530678177780795,212,-0.00021418137590133,0.162352662034928,365
"357","BICD1",0.187941955756771,0.664893994187651,-0.000116006947558305,0.531745788959262,153,-1.32008962023363e-05,0.929919884463692,212,-5.88734152726543e-05,0.612970316943616,365
"358","METTL2A",0.00181317624241729,0.966058758455442,8.36955698234397e-06,0.97106807104799,153,-2.90686461867242e-06,0.984688890923312,212,6.53338844395864e-06,0.959905650273151,365
"359","ZNF514",0.12856523069665,0.720133912565887,-0.000256263266537841,0.225723013363749,153,-0.000150861507465922,0.443636795170763,212,-0.000192036766818377,0.183262977372779,365
"360","GNG11",0.588437436266713,0.443525373325635,-0.00209288912569929,0.00228374516746942,153,-0.00128752914200951,0.0834790635037938,212,-0.00164424248068811,0.00156466093661441,365
"361","RUFY2",0.0154848729034411,0.901037566405925,0.000208619535590794,0.326251915081044,153,0.000175806645754768,0.281787219449706,212,0.000185486418622953,0.152132132510282,365
"362","SPATC1L",0.162892166094346,0.686746565341446,-7.49334801990896e-05,0.625875496731663,153,2.56478432354404e-06,0.982853246816437,212,-2.95063685981493e-05,0.753966132839439,365
"363","KIAA1586",3.04961874131221,0.0816066737366939,-0.000281574120749208,0.102754800710432,153,0.000143927282671989,0.382744434947427,212,-2.97158205459546e-05,0.804314577368493,365
"364","AP1S3",0.402370150567255,0.526269499527352,-3.69061841968328e-05,0.844109205237865,153,0.000134949970050274,0.465760656886967,212,6.54807643131577e-05,0.622198262972412,365
"365","PEAK1",0.509894696024856,0.475645874803906,-0.000138016915385639,0.446740523174323,153,-0.00030193518351184,0.0372618271413945,212,-0.000236162702585893,0.0365319946833807,365
"366","CLUAP1",0.65363829842546,0.419347353185256,-0.000139746917242685,0.371186895903944,153,5.9077329551851e-05,0.735112177960778,212,-3.35085421131282e-05,0.782903298191182,365
"367","LDAH",0.19608179616077,0.658167484888198,-4.74938077489169e-05,0.78584059997583,153,5.1226472273457e-05,0.716061903145376,212,1.04717825184892e-05,0.923675885083606,365
"368","KATNB1",1.4668454935649e-05,0.996946271483094,-8.25188398086657e-05,0.752571637266581,153,-8.14684482836805e-05,0.554303435388897,212,-7.87448730888974e-05,0.558302509442562,365
"369","ANKS3",0.359341236563455,0.549248350972369,-3.9941308371446e-05,0.806689627051784,153,-0.000175462983050844,0.24554373136697,212,-0.000116872309494104,0.292533416222076,365
"370","SPRTN",0.404163586995155,0.525349606072025,-1.30223722483866e-05,0.921451341200703,153,0.000113613262137175,0.413519593585736,212,5.8144926735159e-05,0.552323575741653,365
"371","IFI6",0.289703597468927,0.590742228917619,-0.000380619537784125,0.668974372940355,153,0.000412955938472643,0.698599409184458,212,-1.42347721222783e-05,0.984569242130187,365
"372","RSKR",0.394237200676172,0.53047749626224,2.68462394730533e-05,0.840634104204421,153,-7.99054409326627e-05,0.456569481411905,212,-3.27322300526454e-05,0.695141154328848,365
"373","TRIM21",2.95572960314833,0.0864308760296415,9.40096273447018e-05,0.721809015411737,153,0.000629991091359398,0.000729442784947835,212,0.000417350878383577,0.0068829828443207,365
"374","POLN",0.0101030124250169,0.919992271118802,-0.000122778127914523,0.290708867470613,153,-0.000141488270794178,0.28837257651518,212,-0.000140430035863033,0.126126366339087,365
"375","EGR1",2.88967055372495,0.0900105018260148,0.00220093470677086,0.015534687970466,153,4.56807999158486e-05,0.957327534801131,212,0.00090142836048501,0.14965606398323,365
"376","KBTBD4",1.42180070969686,0.23389043154231,0.000110391786620435,0.565146916971054,153,-0.000156304642317796,0.230848752739493,212,-4.87412907966539e-05,0.657320041304492,365
"377","INO80C",0.260762222795179,0.609909096678712,-7.20468384209842e-05,0.706480558808207,153,4.91568649006377e-05,0.737487101583266,212,8.30640156791028e-07,0.994305714863093,365
"378","EEF2KMT",0.960498194757984,0.32771771824646,0.000287926669424103,0.0298639277109178,153,0.000103181673272522,0.421142765088079,212,0.000171485736492256,0.0658504748223429,365
"379","ZCCHC14",3.12159240697806,0.0781061993142216,-0.000499745443512041,0.0077166187564024,153,-9.05488371795949e-05,0.529378950603317,212,-0.000258637022693839,0.0237928373388299,365
"380","RARG",0.335310252857857,0.562909954856378,-2.10491931342868e-06,0.989797108251802,153,0.000108530468087018,0.327399246276459,212,6.4022628069779e-05,0.494546843258865,365
"381","SSH3",2.50238059605639,0.114550040269661,8.01213134638236e-05,0.667566923168252,153,-0.000253523865413989,0.0334422963926812,212,-0.000110645702959874,0.288274632179734,365
"382","PARP16",1.49560514548687,0.222146572829464,-0.000160523762073426,0.433351135354199,153,0.000150031687594287,0.339354109871812,212,2.16153529821394e-05,0.862433525564878,365
"383","RAVER2",0.0558166937662006,0.813368350027693,2.0646183078623e-05,0.900063958705197,153,8.28347911979604e-05,0.659621923554355,212,4.6329575659711e-05,0.721334450325103,365
"384","MIS18A",0.0243149996929022,0.8761732465585,0.000122631043568936,0.506474537986177,153,8.34866908571586e-05,0.614592510922356,212,0.000105516613001799,0.392406853054289,365
"385","AL121603.2",0.373832722400995,0.541307304947183,-0.000190277279057753,0.20694205655528,153,-5.85928055996309e-05,0.689023820355249,212,-0.000114765254879175,0.277825117781653,365
"386","IL10RB.DT",0.861915753165537,0.353823458681387,0.000255054576115394,0.0918064676216202,153,6.8408797874302e-05,0.60205709905227,212,0.000140189300120015,0.156642781954381,365
"387","ADGRL1",0.805482858065564,0.3700572713611,-0.000280230451420553,0.167690009499415,153,-6.34886591433691e-05,0.659180313676359,212,-0.000153445077568443,0.195931646400853,365
"388","FBXO46",0.0393871753935809,0.842795310466773,7.3890275694551e-05,0.675223930332203,153,0.000116853039756939,0.378377664396285,212,9.95887245934555e-05,0.348264015835512,365
"389","FADD",1.61400058941234,0.204748505669891,0.000133966168782385,0.577130485627133,153,0.000493876829475,0.00341635933893823,212,0.000354264161411704,0.0114688938084223,365
"390","TPM2",0.299159945291193,0.584747472358134,-0.000129295789041245,0.519411810992621,153,-0.000283641555733885,0.136470283282975,212,-0.000227055387420005,0.102106272458408,365
"391","METTL25",0.575597307319677,0.448538274426388,-0.000136691017488382,0.470758172260349,153,3.11996452736354e-05,0.809124191264743,212,-3.59397067365782e-05,0.74063684180429,365
"392","PADI4",3.46809300157152,0.0633756324451073,-8.19783052144412e-05,0.6495236413533,153,-0.000597184046061192,0.00236190750358347,212,-0.000380437603667679,0.00556997652807958,365
"393","AL353807.5",1.07677378847673,0.300114945019296,0.000316753549484308,0.0350856290112955,153,0.000102111955433867,0.459935095233587,212,0.000183171621985187,0.072933588888999,365
"394","ABCA2",1.08610108205737,0.29803411434648,-0.00012887071435261,0.480139235781468,153,9.56749041822051e-05,0.452217559909765,212,8.89221009388362e-06,0.933126137506071,365
"395","INPP5A",0.0499090563666593,0.823347961086484,7.98647331568258e-06,0.963266516080312,153,5.32866337061711e-05,0.652789466915137,212,3.55264470168126e-05,0.7208065018901,365
"396","SH3RF1",0.0212932693554934,0.884064303356499,-1.73076159146642e-05,0.918776045150842,153,2.14077265048704e-05,0.909223274748227,212,-4.71011328381174e-06,0.971268883228743,365
"397","FMNL3",0.597012092623974,0.440225900511149,0.000186044402636503,0.243461890083523,153,-1.60098692306852e-05,0.932344192098136,212,5.89557622812758e-05,0.646877567999165,365
"398","ZNF358",0.0952057518907431,0.757838571069426,0.000101975929337717,0.559751406778885,153,2.3472366121218e-05,0.892926494215198,212,5.61551385990941e-05,0.652582448810296,365
"399","SLC5A3",0.406678069766653,0.524064688438042,0.000142340584869802,0.557127429375843,153,0.000339625798448327,0.0835093301822778,212,0.00025536751472914,0.0931471913210897,365
"400","MPZL2",0.00942890907894337,0.922698826532832,2.46367801792028e-05,0.917553712635136,153,5.35531568074293e-05,0.772534923153069,212,5.49285494162615e-05,0.708727689670743,365
"401","GSDMB",0.00207993150570773,0.963649291967606,-0.000368353973926798,0.0964645716711098,153,-0.0003561701465973,0.0283637709853635,212,-0.000359487854021888,0.00631636674981275,365
"402","SAMD4A",0.350713609074517,0.554080176103788,6.75622321827844e-05,0.70139113549535,153,-7.59902719171112e-05,0.637282532764476,212,-1.69236376749776e-05,0.886788224207084,365
"403","APBA2",0.231059658267096,0.631030395395403,-0.000407117252904056,0.0871051707647922,153,-0.000550891828943721,0.00362781357957359,212,-0.000496239727218686,0.000792733457089261,365
"404","RPP25",0.0491212389243204,0.824724816355059,0.000188234294665041,0.192331868151521,153,0.000145655546074514,0.245702004267355,212,0.000160898432926382,0.0883064546842185,365
"405","GKAP1",0.09790663632805,0.754537047518159,-0.000136257394719942,0.45999674831039,153,-6.21987213449052e-05,0.679038620147773,212,-8.58159338320198e-05,0.460995164898568,365
"406","PIGU",0.196049723712392,0.658193658222902,-0.000100601532927502,0.488463302607885,153,-0.000203290373141242,0.220309851634981,212,-0.000168886420083075,0.139601247537958,365
"407","AL592183.1",1.19408586294452,0.275235613405668,0.000121936994287436,0.627324526220195,153,-0.000255542360217522,0.26642184744603,212,-0.000104928037359515,0.536382047697353,365
"408","U62317.4",0.139385736719978,0.709111575804269,0.000264650953351863,0.226182173124345,153,0.000158200555436871,0.38861384168876,212,0.00019570283158772,0.162736625773426,365
"409","DLEU2",0.0248321167043334,0.874874215482107,-6.7638350705043e-05,0.676872686810552,153,-2.55875989515965e-05,0.89425453538405,212,-4.89225164916727e-05,0.708960061734233,365
"410","DYRK1B",1.00147790409319,0.317623471386231,-0.000101087617453393,0.560052619953791,153,0.000116497618520011,0.390368700130511,212,3.45364623571013e-05,0.747148581933046,365
"411","ZNF844",0.00131475271934832,0.971095469285137,-0.000183001665288297,0.293275148358435,153,-0.000192258682136204,0.274648831667307,212,-0.000195416910254297,0.11999322252236,365
"412","CDC42EP4",0.839414346540714,0.360175941685803,-2.93191604831603e-05,0.887830023111677,153,-0.000285614834610643,0.120501530582942,212,-0.00017463371010245,0.204664356985405,365
"413","AC064805.1",0.591906142364969,0.442186054249417,0.000218922264616225,0.453751592387513,153,0.000529287894049449,0.0499927245026588,212,0.000383487676734047,0.055221385698493,365
"414","KCTD6",0.159311689635082,0.690027029725966,0.000111728971300961,0.460921353652589,153,0.000188683410871558,0.121878772800119,212,0.000160778746075517,0.0899777049918678,365
"415","PIK3R6",5.58078703291866,0.0186884714426164,-0.000299893490008383,0.145458566882409,153,0.000290481753360574,0.0567912554057219,212,5.4060161956041e-05,0.661857285821582,365
"416","RNF185",3.73942989465921,0.053923994114765,-9.33593868720629e-05,0.544650729949259,153,0.000319192830185805,0.0258211090473135,212,0.000145959470230658,0.166266398940262,365
"417","MIR29B2CHG",0.0606838387785132,0.805558362332112,0.000283610877460709,0.165255267500431,153,0.000349301434363342,0.0428445128538737,212,0.000330255982092808,0.0121535636879786,365
"418","PUS3",0.00449377153408358,0.946590473657564,-4.61454258729612e-05,0.840666278943482,153,-2.63263710341546e-05,0.888704444352323,212,-3.01690408412906e-05,0.835210161308719,365
"419","CROT",1.24517575706326,0.26521810616736,-1.22213628549505e-06,0.994315736194419,153,0.00024171327780602,0.0787094823566046,212,0.000144903470161971,0.1759635594573,365
"420","ZNF525",0.00888123889130468,0.924970536492203,-1.48251666656615e-05,0.926957724582186,153,-3.40382268960665e-05,0.789666580941202,212,-2.54466058875204e-05,0.799011668873035,365
"421","NEU3",0.115840099921882,0.733788743481968,7.708900720626e-05,0.616531846054872,153,5.69021710844488e-06,0.96726629135875,212,3.5731206347219e-05,0.728289788223152,365
"422","DHRS13",0.0995302722913784,0.752576353424027,-0.000135489450845872,0.500102369328667,153,-4.33416433905959e-05,0.828542806980718,212,-8.21701901246987e-05,0.56615637895369,365
"423","SIRPB1",1.46547172046026,0.226853496189087,0.000420202656103077,0.261521072251952,153,-0.000173456063305486,0.583606667462799,212,5.7218892321453e-05,0.812614665164593,365
"424","SF3A2",1.26502672571552,0.261449012652333,-0.000355417821467633,0.128344781012748,153,-4.96942695836045e-05,0.753857683150021,212,-0.000164301886110146,0.221193238798591,365
"425","RARA.AS1",0.473024701920901,0.492040600594437,0.000303444028183521,0.114284463728333,153,0.000141111701212349,0.331243476080427,212,0.000207237101180277,0.0740584105054773,365
"426","EEF1AKNMT",0.008266607264917,0.927605882598988,0.000134048752322647,0.625728376536014,153,0.000164901489581752,0.430052072988753,212,0.000147129827947519,0.377043718287228,365
"427","TMEM204",0.0651284847755697,0.798711776305216,-4.30648409900504e-05,0.847215151228633,153,-0.000116882224388745,0.526995699645165,212,-8.83482186289806e-05,0.533368725497609,365
"428","ST7L",0.202672451008726,0.652842540426571,0.0001422171165034,0.396136999571776,153,0.000243939243212857,0.101377093379423,212,0.000198972338140801,0.0733564042334861,365
"429","ZNF500",1.60566409529133,0.20591920072934,0.000172546900413416,0.317643994479776,153,-0.000117473189859683,0.430040930884152,212,7.66135628360563e-06,0.94584339296512,365
"430","CRIP2",2.71630050582661,0.100197999450113,0.000229939958155604,0.237494921630102,153,0.000697991803612724,0.000423087509946564,212,0.000496807509357199,0.000449042828919335,365
"431","PARM1",5.56179156798603,0.0188891072072872,1.5293936771332e-05,0.928827733798096,153,0.000573978380987199,0.000346015607285044,212,0.000341574328363331,0.00374315629418716,365
"432","ZDHHC14",0.843816722877056,0.358920799795964,-0.000369186484528009,0.0589058168009717,153,-0.000116099576038506,0.533292645856683,212,-0.000222052907574859,0.101247381498478,365
"433","PRXL2B",1.09970290241628,0.29503286786377,-0.000117630676373352,0.497266871947227,153,9.71898957064663e-05,0.42252478185764,212,2.17705724263389e-05,0.8308270828572,365
"434","SCRN3",0.0816539119776212,0.77523235978518,-3.12929136785436e-06,0.983173070760454,153,5.28876703708882e-05,0.677129190765739,212,2.50904351744439e-05,0.794495570574713,365
"435","CD180",0.39638448445007,0.529360636703392,0.000955936200388321,0.0104946501458252,153,0.00129530484253149,0.000554673001178174,212,0.0011398444001713,2.20460317601236e-05,365
"436","ACOT2",1.26010243550743,0.262377731819179,0.000223988279315935,0.159636876299959,153,-4.25070966813339e-05,0.796492609396339,212,6.36870576833857e-05,0.585060554746785,365
"437","MPV17L2",0.177590246596768,0.673703182301951,-0.000302830327458516,0.176203903263001,153,-0.000192526338851275,0.210040816105613,212,-0.000232433602912516,0.0711306391724846,365
"438","C9orf139",2.11194322200184,0.14702233588702,0.000186363339538097,0.373026798053451,153,0.000549659886636602,0.000293658953940571,212,0.000389216848443219,0.00181356316216757,365
"439","APOBEC3F",0.0154145474060447,0.901261386025683,0.0001218267299985,0.373329555277462,153,0.000143264962745516,0.186630219981116,212,0.000135923662228721,0.108991520837164,365
"440","C7orf31",1.1190755107793,0.29082495589223,-1.14394480836173e-05,0.934411206269645,153,-0.000216085575717208,0.0961310782615657,212,-0.000130813655645936,0.169039771991873,365
"441","HIST2H2BE",0.00776240328653478,0.929842471221508,-0.00151564242268229,0.0010993191928244,153,-0.00156847524218319,7.01767234427181e-05,212,-0.00155421402626576,2.13486488660218e-07,365
"442","JHY",0.000228678076812441,0.987943119079921,0.00011852760588128,0.534263446007643,153,0.000122583895431702,0.497549985198024,212,0.00011586465537988,0.379053075994384,365
"443","RETREG1",0.0939829739875492,0.759350152587313,-0.000344730785556927,0.103575273082036,153,-0.000427507527254622,0.0131029748446778,212,-0.000397263363712458,0.00287256214164704,365
"444","SPRYD7",2.47131880670572,0.116816610546058,-4.24021745857614e-05,0.843630948699749,153,0.000352505677345708,0.0169404351833939,212,0.000193955435733391,0.117219858788025,365
"445","SLC25A17",1.24483105093358,0.265284151405164,-7.99288012721725e-06,0.962522884557784,153,0.000250038008429156,0.102421748640484,212,0.000141524315618446,0.21342990913853,365
"446","PPP2R5B",0.203556119916837,0.652136526125973,-0.000111785413996537,0.477703547995868,153,-0.000203799653892374,0.119081344576515,212,-0.000166074091946096,0.0973656991209598,365
"447","CCHCR1",0.0580970229981557,0.809666190302137,-3.75867619732925e-05,0.815168540503739,153,-9.19724197703752e-05,0.544470267923565,212,-6.91781083265883e-05,0.531783952513178,365
"448","PKP4",2.22076559178321,0.137038703164432,-0.000155334669315372,0.383271831545645,153,0.000161130605065062,0.204080202532515,212,3.73252430091225e-05,0.721388276842931,365
"449","ZDHHC1",0.497474791116514,0.481066627903826,0.000119144940301256,0.629038867763817,153,0.000335118249298997,0.0777997405842783,212,0.000249126814119502,0.0978600178492515,365
"450","KDM7A.DT",0.60261934382372,0.438088669520945,0.000417011552231386,0.0338698106733509,153,0.000241649368115487,0.0652093756532793,212,0.000317549358858091,0.0044300139969906,365
"451","RTL10",0.00619098781899858,0.937328497460939,1.54357480955295e-05,0.929226736558999,153,3.40655530959531e-05,0.827628575835716,212,2.43641183000566e-05,0.833766005569537,365
"452","LIME1",0.282843928798539,0.595170356438791,-0.000457934588438005,0.0933906216030642,153,-0.000272927095962099,0.216355630577075,212,-0.000350164831936122,0.0406789538188051,365
"453","SNAPC1",1.94228387565361,0.164278122273604,0.000197507611295987,0.46142475523458,153,-0.000291451136009037,0.197844690256147,212,-9.89982357247571e-05,0.56656436191009,365
"454","TULP4",1.01007706456533,0.315557548415549,0.000313873927683205,0.059208176046874,153,7.18435530610657e-05,0.663463475004406,212,0.000164803964951875,0.164729228636705,365
"455","SYTL2",0.555183472920763,0.456692246313258,1.18241774631766e-05,0.939732162255048,153,-0.000153869258191073,0.307417925171149,212,-9.05926812927105e-05,0.407144936237375,365
"456","PLAAT3",0.0270053341884467,0.869560977567654,0.000143680125844975,0.672643087689349,153,7.680231968348e-05,0.752373434452487,212,0.000107235774100272,0.591019902418082,365
"457","VAV2",0.00806651994140098,0.928484984383911,0.000245938002873652,0.459265634705065,153,0.00027731295879549,0.117551093434248,212,0.000264046778332977,0.123662267045762,365
"458","MDC1",0.361433457916593,0.548088511176769,-8.80608774293089e-05,0.671671506516241,153,5.87153278153998e-05,0.682186046108641,212,4.35613724286902e-06,0.971031721689753,365
"459","NT5DC2",0.606564155369693,0.436594615300381,0.000151042270202788,0.429831519706367,153,-5.47423993965633e-05,0.755953165822341,212,3.37690536981264e-05,0.794677401885386,365
"460","HIC2",0.279487469375586,0.597362213544642,0.00012173358850741,0.519596631002554,153,-3.04903622108229e-05,0.879796100266401,212,2.39054034463661e-05,0.865908133453277,365
"461","MED19",0.174512775782502,0.676380268762794,1.72048972098088e-05,0.910523008148679,153,0.000117634509786541,0.490320163465271,212,8.17355852609609e-05,0.488880493575723,365
"462","LACC1",5.7953656228461,0.0165696536936941,0.00040798758926414,0.0431430129770702,153,-0.000197018793054307,0.209327802040065,212,5.16189270058664e-05,0.677687195052994,365
"463","IFI44",0.31949131231244,0.572264610441214,-0.000820780899019205,0.256461869720812,153,-0.000101498707484272,0.913900110478914,212,-0.000511926537569944,0.426317667916717,365
"464","APOOL",0.000702229561587501,0.978873483634845,-0.000102904665266417,0.712638038266816,153,-9.49321891476366e-05,0.548427115152159,212,-9.84490581251376e-05,0.504500606649999,365
"465","PASK",0.540477864399267,0.462712079473052,-8.6416442333522e-05,0.704496692131718,153,-0.000311998788773052,0.122227146105145,212,-0.000223389027191041,0.138537488887879,365
"466","AQP3",0.079310764229496,0.778394985971808,9.51919860982631e-05,0.781040243442398,153,-4.53635213168835e-05,0.894560747084789,212,-9.62678406825856e-06,0.968830360546038,365
"467","ACP5",0.255240327452817,0.613717426818622,0.000509848641829717,0.0174277101090742,153,0.00033537256811247,0.177383749185121,212,0.000390487204026313,0.0226468403989262,365
"468","PRRG4",1.82686949869207,0.177344058423393,-0.000170866754322315,0.390166144764946,153,0.000178014442697359,0.282211586512955,212,4.3921547824735e-05,0.7301606840317,365
"469","SLC38A9",5.9013402725345,0.0156166390171174,-0.000119136597937181,0.414209456469829,153,0.000398710199676455,0.00695214332029577,212,0.000187329812897089,0.0759672745919744,365
"470","ZNF512B",0.164566563559743,0.685226849530266,-7.92210349120435e-05,0.495765904642834,153,-0.000147694890179974,0.202065881042908,212,-0.000119173141510903,0.150425527612729,365
"471","PDE4D",2.56963619696654,0.109807332529556,-0.00057871518802895,0.158043112883931,153,-0.00156457874453522,0.000321481269644158,212,-0.0011768426715396,0.000121839584017317,365
"472","ACVR1B",0.00282194428148836,0.957664105981225,7.65005521153528e-05,0.577069050870667,153,6.65607292212048e-05,0.59081983492032,212,6.85541560775677e-05,0.455144069875169,365
"473","MTA3",0.501569468638474,0.479268345891525,-0.000237871652865827,0.133654641467089,153,-8.48001059354667e-05,0.553774342917495,212,-0.000147288968488971,0.165279857343024,365
"474","SH3BP5L",0.627876808180839,0.428655587087353,2.12566792933573e-05,0.930123400435453,153,0.000261027057024065,0.165676676623677,212,0.000165809802686313,0.264544941657001,365
"475","ZNF623",4.88475309328638,0.0277216990655669,-0.000401809668023114,0.0429748829003225,153,0.000110942937185058,0.416267800712493,212,-9.28517941696649e-05,0.418526794938853,365
"476","RAD51.AS1",0.000960903959661177,0.975287905574481,1.34170526661092e-05,0.931919706553486,153,1.98812752735198e-05,0.883384139715748,212,1.40265047696683e-05,0.890945575445814,365
"477","GSPT2",2.94651688116448,0.086920669875614,0.000316790158507042,0.0845456412349007,153,-7.03741780709764e-05,0.611994335843624,212,9.85590705460655e-05,0.378868994788418,365
"478","DDX60",1.64079810882297,0.201038283474275,-0.000172318985236491,0.476237634137908,153,0.000291190890378161,0.247401859363641,212,8.40963891035741e-05,0.639196345440554,365
"479","PPFIBP2",0.00194687482533962,0.964830432517616,3.89496281183024e-05,0.812582047169218,153,4.90310353038556e-05,0.748372648382256,212,3.44612319340435e-05,0.760116177307199,365
"480","IFIT5",1.15969347296079,0.28224823496456,0.000121477397226581,0.473959794068896,153,0.000369852718203084,0.0158616006483202,212,0.000262406899647589,0.0212658880604984,365
"481","IDUA",0.539338278144439,0.463183838483629,3.50038968685143e-05,0.855647667905091,153,0.000264637364124491,0.23946514634091,212,0.000166779206560958,0.277550864568955,365
"482","SCMH1",0.440765035634322,0.507177214653113,3.26165783320258e-05,0.807356434829359,153,-8.89783434784968e-05,0.463834413337144,212,-4.31992694611698e-05,0.631192073393549,365
"483","CNPY4",3.67024530735669,0.0561816594221414,-0.00017029981814286,0.280055482918077,153,0.00019536288413827,0.092070689764316,212,4.9898658057806e-05,0.596262791459034,365
"484","DHODH",0.321238472695014,0.571216536302479,0.000113237333647173,0.526983090809031,153,-1.1237622684114e-05,0.933384106096427,212,3.93235336195712e-05,0.715026311093086,365
"485","LINC01410",0.934465813119811,0.334352318662705,8.99330773984564e-05,0.695464507782598,153,0.000366890934914274,0.0400293547026564,212,0.000248559779791535,0.0781071049322511,365
"486","SCN9A",2.03222935432523,0.154858644060764,-0.00017749288442516,0.459985018400635,153,0.000277640266573771,0.182367465237971,212,8.97411638033581e-05,0.567552606874881,365
"487","LINC01637",1.60640860019957,0.205814328043871,-0.000182497732604698,0.271125947099775,153,8.29701845731923e-05,0.528226677392861,212,-2.55198756070278e-05,0.804116826333103,365
"488","KLF8",0.301085341338892,0.583542002076614,-0.000133412409866114,0.427623208659496,153,6.69403107840783e-06,0.970094749994115,212,-4.49551666679445e-05,0.720049880724749,365
"489","AREG",3.48246009829196,0.0628331727778843,-0.00827615707027426,0.000306829273268571,153,-0.00288205898534949,0.118232244546531,212,-0.00495196488415909,0.000617504376779972,365
"490","SEMA3C",1.45547751197681,0.228441082848828,-0.000231117632270831,0.293233411656063,153,8.34039430126969e-05,0.589978702218451,212,-3.0401471415071e-05,0.814443359388529,365
"491","MSANTD4",0.0813398493384486,0.77565338825372,0.000108752031652538,0.572456945660218,153,0.000175756412509679,0.219908976369507,212,0.000155128058944766,0.179844676889137,365
"492","PRR5L",0.0146164030435485,0.903838837091443,0.000449329485697631,0.049428102917742,153,0.00041371804110284,0.0289122992878333,212,0.000432854680504225,0.00291004926574584,365
"493","URB1",0.300099904843901,0.584158345173467,0.000106451012878851,0.498163793025299,153,-3.71886936463835e-05,0.84494139686841,212,1.2677586557875e-05,0.921779295351357,365
"494","AC087741.1",1.96059871475979,0.16230815327084,0.000113672982408744,0.673973852249658,153,-0.000440118791251905,0.10652071774257,212,-0.000229624540310495,0.240636853900674,365
"495","PCNX3",0.0480459987525057,0.826622826011714,-6.34855218298616e-05,0.769469259801178,153,-2.77660378420547e-06,0.987360177422647,212,-2.94792314090708e-05,0.828133451983789,365
"496","LIN7B",4.68450526367543,0.0310909022708141,0.000296420025448131,0.0269557096069365,153,-0.000186695034164944,0.250408675850169,212,4.76398343884408e-06,0.965577287253164,365
"497","WDR4",2.0709503466727,0.150994420898159,-0.000178227688358906,0.322219649697321,153,0.000134474132118369,0.305854719149109,212,3.73250831121099e-06,0.972143289967693,365
"498","DEGS2",0.154601500205645,0.694408317991985,-5.72838783467793e-05,0.764934668823864,153,3.77406026938625e-05,0.803091452136592,212,-1.42364406526137e-06,0.990412937913565,365
"499","FCRL6",0.937423990825129,0.333589411691525,0.000753876647179529,0.0171117436558233,153,0.000373094258943494,0.129406443973116,212,0.000531873590908299,0.00613203600655055,365
"500","DAPL1",1.41328288225607,0.235293594044654,-1.99967036510906e-05,0.86717240317949,153,0.000166344570029714,0.100663833878312,212,9.21314000783174e-05,0.232070622125958,365
"501","ANKRD36C",1.94477868946037,0.164008171006701,-3.52806029709943e-05,0.923475363718002,153,0.000730772682095828,0.0564153427032947,212,0.000402356493762254,0.137884161441902,365
"502","GORAB",0.496509649489286,0.481492109343229,-7.27911792526112e-05,0.619014327292465,153,5.55903615971806e-05,0.622486083892241,212,3.07634208048242e-06,0.972538089984582,365
"503","DHX34",0.0482811668759243,0.82620582045472,-5.68670064403597e-05,0.738443916843959,153,-0.000106814514081664,0.471553995028945,212,-8.75359437101669e-05,0.432327883938867,365
"504","MED9",0.483752477991922,0.487174976307397,-3.94317981175349e-05,0.825925432792488,153,0.000105724177969642,0.383841072167571,212,5.25317472073455e-05,0.609007493264129,365
"505","ICAM4",0.225676962218859,0.635035269561064,0.000124628641886537,0.523299209537266,153,-7.78822347101286e-06,0.967164232017423,212,3.8206240006554e-05,0.78049377111275,365
"506","ZNF337",0.140746317750438,0.707760513318254,-0.000221081674686692,0.269807987497764,153,-0.000120649209312249,0.490682526598836,212,-0.000168153998236048,0.201583229991154,365
"507","TRIP10",1.29916041992892,0.255122328397476,-0.000334154555752737,0.0822990288028515,153,-6.18637902975729e-05,0.676693904972249,212,-0.000159437903155421,0.179784520386263,365
"508","C14orf93",0.607695478980315,0.43616757906182,-2.7616695535684e-06,0.983109328565538,153,-0.000143067415477251,0.233278278495876,212,-8.47699049850347e-05,0.337358810606991,365
"509","PRR12",3.24294750596511,0.072565974517953,-0.000164240550022529,0.241656746254868,153,0.000155318589122259,0.164828858541231,212,2.37584213822719e-05,0.785705702753467,365
"510","FBXL4",0.00102446001404034,0.974484008031388,-5.88362320749757e-05,0.732536361680054,153,-5.12004056134492e-05,0.747845616648029,212,-5.40670201652512e-05,0.643856054586425,365
"511","PIK3R4",0.0148487440585289,0.903081321883149,1.99542092859008e-05,0.919263778462924,153,-9.79920049690054e-06,0.94818473007453,212,4.5937357813632e-06,0.969391537174192,365
"512","CXorf40B",1.1340784105391,0.28761883004517,0.000380687015386736,0.0338388229996119,153,0.000617690194370473,1.27325548830902e-05,212,0.00052254996207606,2.48901351833169e-06,365
"513","CLIP2",0.00303823504994104,0.956073205730007,0.000214663357733167,0.212536135920647,153,0.000202670988058672,0.139165121355075,212,0.000205318706438605,0.0548951350270655,365
"514","AC147067.1",0.132802503198345,0.715757188047163,0.000110101394040219,0.641788843327294,153,0.00020279370210633,0.129237784344776,212,0.000166903485441071,0.181361702669208,365
"515","ENPP4",1.03161736532312,0.310459329783238,-0.000374649779514307,0.190653767516867,153,-2.31821898438158e-05,0.911852815124196,212,-0.000149503498657981,0.383337041685988,365
