sample_record_id,pred_peak_value
49180,2.2828080654144287
49181,2.4090521335601807
49182,2.169959306716919
49183,2.230729818344116
49184,1.0461790561676025
49185,1.1560935974121094
49186,0.9531640410423279
49187,1.0663610696792603
49188,2.2968766689300537
49189,2.4298198223114014
49190,2.1771411895751953
49191,2.254380464553833
49192,1.646526575088501
49193,1.796294927597046
49194,1.538390040397644
49195,1.6271610260009766
49196,2.2496883869171143
49197,2.375023603439331
49198,2.1425840854644775
49199,2.208160877227783
49200,2.2654917240142822
49201,2.3800089359283447
49202,2.1615636348724365
49203,2.2265396118164062
49204,2.4582483768463135
49205,2.5705647468566895
49206,2.351155996322632
49207,2.3873956203460693
49208,2.396397590637207
49209,2.5357582569122314
49210,2.2800772190093994
49211,2.3157007694244385
49212,2.4559195041656494
49213,2.585723638534546
49214,2.3327853679656982
49215,2.378342390060425
49216,2.404266119003296
49217,2.522829055786133
49218,2.2879440784454346
49219,2.3332247734069824
49220,2.1813151836395264
49221,2.3083086013793945
49222,2.0773844718933105
49223,2.144973039627075
49224,2.2631163597106934
49225,2.3682239055633545
49226,2.1879544258117676
49227,2.2161576747894287
49228,2.1189773082733154
49229,2.282315254211426
49230,1.9792819023132324
49231,2.006143808364868
49232,2.435408353805542
49233,2.558692455291748
49234,2.318615198135376
49235,2.3715980052948
49236,2.478792905807495
49237,2.597778081893921
49238,2.3670809268951416
49239,2.413316011428833
49240,2.434907913208008
49241,2.550065279006958
49242,2.3172285556793213
49243,2.3647217750549316
49244,2.1246039867401123
49245,2.2483036518096924
49246,2.007011890411377
49247,2.080833911895752
49248,2.221367120742798
49249,2.2654662132263184
49250,2.284029722213745
49251,2.303398609161377
49252,2.1994898319244385
49253,2.244887351989746
49254,2.2414305210113525
49255,2.2748801708221436
49256,2.1109366416931152
49257,2.1458234786987305
49258,2.1639506816864014
49259,2.1879889965057373
49260,1.458886981010437
49261,1.5077913999557495
49262,1.5468761920928955
49263,1.542669415473938
49264,1.5384149551391602
49265,1.608330249786377
49266,1.6351525783538818
49267,1.6487085819244385
49268,1.9171817302703857
49269,1.9432599544525146
49270,1.9730175733566284
49271,1.9900962114334106
49272,2.0684444904327393
49273,2.1016647815704346
49274,2.1271021366119385
49275,2.138300657272339
49276,2.155224561691284
49277,2.206254243850708
49278,2.215409994125366
49279,2.2241766452789307
49280,2.0205347537994385
49281,2.06579852104187
49282,2.096278667449951
49283,2.0993857383728027
49284,2.233219623565674
49285,2.2815053462982178
49286,2.3098020553588867
49287,2.31760573387146
49288,2.0904700756073
49289,2.133159875869751
49290,2.1626150608062744
49291,2.176905870437622
49292,2.240255117416382
49293,2.288149833679199
49294,2.3019754886627197
49295,2.313523292541504
49296,1.963982343673706
49297,2.010986804962158
49298,2.030400276184082
49299,2.0448062419891357
49300,2.3254082202911377
49301,2.3681259155273438
49302,2.40114426612854
49303,2.411911964416504
49304,2.3375391960144043
49305,2.38820743560791
49306,2.4242923259735107
49307,2.4261093139648438
49308,2.3385238647460938
49309,2.3777353763580322
49310,2.4011855125427246
49311,2.426882028579712
49312,2.2082712650299072
49313,2.246629476547241
49314,2.2735893726348877
49315,2.2849714756011963
49316,2.421438217163086
49317,2.462813377380371
49318,2.494607448577881
49319,2.5095949172973633
49320,2.0746002197265625
49321,2.1170055866241455
49322,2.1479921340942383
49323,2.1563720703125
49324,1.8296964168548584
49325,1.88240647315979
49326,1.908320665359497
49327,1.9024710655212402
49328,1.7939242124557495
49329,1.8279907703399658
49330,1.8397626876831055
49331,1.8609755039215088
49332,2.143101692199707
49333,2.1855428218841553
49334,2.1728355884552
49335,2.2273061275482178
49336,2.412585496902466
49337,2.445783853530884
49338,2.45040225982666
49339,2.476464033126831
49340,2.385744333267212
49341,2.4336636066436768
49342,2.460130453109741
49343,2.4536726474761963
49344,2.2943947315216064
49345,2.3399856090545654
49346,2.3594934940338135
49347,2.370379686355591
49348,2.2642557621002197
49349,2.3057258129119873
49350,2.3214964866638184
49351,2.3273751735687256
49352,2.3403868675231934
49353,2.378392457962036
49354,2.394188642501831
49355,2.4212825298309326
49356,2.035586357116699
49357,2.078407049179077
49358,2.1003057956695557
49359,2.112016201019287
49360,2.150604486465454
49361,2.1977598667144775
49362,2.226754903793335
49363,2.2358286380767822
49364,2.1332502365112305
49365,2.178189992904663
49366,2.2094709873199463
49367,2.2102530002593994
49368,2.4126217365264893
49369,2.452014684677124
49370,2.4797136783599854
49371,2.4807326793670654
49372,2.385723829269409
49373,2.421959161758423
49374,2.450428009033203
49375,2.4521405696868896
49376,2.364842653274536
49377,2.4031100273132324
49378,2.419585704803467
49379,2.434091806411743
49380,2.3709092140197754
49381,2.4066784381866455
49382,2.401735782623291
49383,2.433917284011841
49384,2.466381788253784
49385,2.5083274841308594
49386,2.5003082752227783
49387,2.533521890640259
49388,2.4663097858428955
49389,2.503579616546631
49390,2.496065616607666
49391,2.5260510444641113
49392,2.501574754714966
49393,2.537809371948242
49394,2.5357816219329834
49395,2.5608386993408203
49396,2.272547483444214
49397,2.3143603801727295
49398,2.308546304702759
49399,2.356919527053833
49400,2.4633214473724365
49401,2.508396863937378
49402,2.529423475265503
49403,2.5455055236816406
49404,2.485212564468384
49405,2.5142970085144043
49406,2.5166633129119873
49407,2.5433385372161865
49408,2.43727445602417
49409,2.4802567958831787
49410,2.469958782196045
49411,2.5132553577423096
49412,2.4581425189971924
49413,2.494081497192383
49414,2.5091283321380615
49415,2.516756057739258
49416,2.530297040939331
49417,2.5772292613983154
49418,2.5818140506744385
49419,2.603365659713745
49420,2.5242416858673096
49421,2.5616888999938965
49422,2.5807363986968994
49423,2.5979220867156982
49424,2.369419574737549
49425,2.4090192317962646
49426,2.432514190673828
49427,2.4389264583587646
49428,2.5554163455963135
49429,2.5954015254974365
49430,2.6050846576690674
49431,2.622152090072632
49432,2.342707872390747
49433,2.3867573738098145
49434,2.410627603530884
49435,2.4312784671783447
49436,1.7235169410705566
49437,1.7615605592727661
49438,1.7858569622039795
49439,1.8101235628128052
49440,2.19389271736145
49441,2.218620777130127
49442,2.2399513721466064
49443,2.278458833694458
49444,2.4469683170318604
49445,2.4659359455108643
49446,2.4804389476776123
49447,2.493013620376587
49448,2.2661736011505127
49449,2.3102407455444336
49450,2.3183610439300537
49451,2.3335373401641846
49452,2.4008572101593018
49453,2.443777561187744
49454,2.4454915523529053
49455,2.477307081222534
49456,2.3294107913970947
49457,2.37377667427063
49458,2.3664586544036865
49459,2.416851043701172
49460,2.2988288402557373
49461,2.344435930252075
49462,2.3574376106262207
49463,2.3788976669311523
49464,2.216200113296509
49465,2.266958475112915
49466,2.282949447631836
49467,2.3010594844818115
49468,0.6951168775558472
49469,0.7140540480613708
49470,0.7385327816009521
49471,0.7395357489585876
49472,2.3813395500183105
49473,2.4162840843200684
49474,2.422863721847534
49475,2.4691195487976074
49476,2.2320899963378906
49477,2.275207757949829
49478,2.30730938911438
49479,2.31128191947937
49480,2.4060633182525635
49481,2.4519617557525635
49482,2.465815305709839
49483,2.4820141792297363
49484,2.107100248336792
49485,2.1494131088256836
49486,2.1397039890289307
49487,2.1817972660064697
49488,2.3360788822174072
49489,2.3711578845977783
49490,2.372755765914917
49491,2.401240348815918
49492,2.5223917961120605
49493,2.5654232501983643
49494,2.5795180797576904
49495,2.5995376110076904
49496,2.380302667617798
49497,2.4219558238983154
49498,2.448927640914917
49499,2.4453318119049072
49500,1.7493793964385986
49501,1.8085582256317139
49502,1.8375639915466309
49503,1.824370265007019
49504,2.2828080654144287
49505,2.327860116958618
49506,2.3637053966522217
49507,2.3638017177581787
49508,1.0461790561676025
49509,1.0681034326553345
49510,1.1042256355285645
49511,1.1048355102539062
49512,2.2968766689300537
49513,2.3328816890716553
49514,2.368577718734741
49515,2.372840404510498
49516,1.646526575088501
49517,1.6951920986175537
49518,1.7110869884490967
49519,1.72664475440979
49520,2.2496883869171143
49521,2.2789032459259033
49522,2.302602767944336
49523,2.321068048477173
49524,2.2654917240142822
49525,2.3082802295684814
49526,2.3451919555664062
49527,2.33760666847229
49528,2.4582483768463135
49529,2.5055367946624756
49530,2.5289506912231445
49531,2.52012038230896
49532,2.396397590637207
49533,2.4383046627044678
49534,2.4360954761505127
49535,2.469487428665161
49536,2.4559195041656494
49537,2.503173828125
49538,2.521237373352051
49539,2.5277411937713623
49540,2.404266119003296
49541,2.445331335067749
49542,2.470482349395752
49543,2.4655184745788574
49544,2.1813151836395264
49545,2.2131125926971436
49546,2.239811420440674
49547,2.2621471881866455
49548,2.2631163597106934
49549,2.293724536895752
49550,2.330357551574707
49551,2.316117286682129
49552,2.1189773082733154
49553,2.164275884628296
49554,2.1621363162994385
49555,2.2038638591766357
49556,2.435408353805542
49557,2.466398000717163
49558,2.4718313217163086
49559,2.486053705215454
49560,2.478792905807495
49561,2.511279821395874
49562,2.526832103729248
49563,2.5295403003692627
49564,2.434907913208008
49565,2.4634788036346436
49566,2.4774460792541504
49567,2.477282762527466
49568,2.1246039867401123
49569,2.1604554653167725
49570,2.1837096214294434
49571,2.1786279678344727
49572,2.221367120742798
49573,2.2822611331939697
49574,2.208500385284424
49575,2.2400262355804443
49576,2.1994898319244385
49577,2.26277756690979
49578,2.1762588024139404
49579,2.2166435718536377
49580,2.1109366416931152
49581,2.1668546199798584
49582,2.089456558227539
49583,2.146829843521118
49584,1.458886981010437
49585,1.5023741722106934
49586,1.447810173034668
49587,1.485623836517334
49588,1.5384149551391602
49589,1.5905359983444214
49590,1.5267624855041504
49591,1.5732524394989014
49592,1.9171817302703857
49593,1.9730417728424072
49594,1.9100149869918823
49595,1.9638835191726685
49596,2.0684444904327393
49597,2.1224417686462402
49598,2.0443074703216553
49599,2.089848518371582
49600,2.155224561691284
49601,2.209617853164673
49602,2.133453130722046
49603,2.178204298019409
49604,2.0205347537994385
49605,2.0791077613830566
49606,2.0036654472351074
49607,2.0416760444641113
49608,2.233219623565674
49609,2.2880561351776123
49610,2.2163193225860596
49611,2.2563533782958984
49612,2.0904700756073
49613,2.147798776626587
49614,2.0781238079071045
49615,2.11099910736084
49616,2.240255117416382
49617,2.3019864559173584
49618,2.2221486568450928
49619,2.246748924255371
49620,1.963982343673706
49621,2.019104242324829
49622,1.9384677410125732
49623,1.9789986610412598
49624,2.3254082202911377
49625,2.379417896270752
49626,2.322316884994507
49627,2.355242967605591
49628,2.3375391960144043
49629,2.390556573867798
49630,2.330709934234619
49631,2.359086751937866
49632,2.3385238647460938
49633,2.3960721492767334
49634,2.3174664974212646
49635,2.362741708755493
49636,2.2082712650299072
49637,2.262429714202881
49638,2.1944847106933594
49639,2.2258126735687256
49640,2.421438217163086
49641,2.475137233734131
49642,2.4029924869537354
49643,2.4367916584014893
49644,2.0746002197265625
49645,2.1296188831329346
49646,2.053952217102051
49647,2.091263771057129
49648,1.8296964168548584
49649,1.8723665475845337
49650,1.8174681663513184
49651,1.8273423910140991
49652,1.7939242124557495
49653,1.857771635055542
49654,1.785264253616333
49655,1.8225367069244385
49656,2.143101692199707
49657,2.2066478729248047
49658,2.102814197540283
49659,2.159719944000244
49660,2.412585496902466
49661,2.4667015075683594
49662,2.383246898651123
49663,2.40630841255188
49664,2.385744333267212
49665,2.4344897270202637
49666,2.36588191986084
49667,2.3903706073760986
49668,2.2943947315216064
49669,2.3437633514404297
49670,2.2634036540985107
49671,2.301528215408325
49672,2.2642557621002197
49673,2.3155157566070557
49674,2.2316839694976807
49675,2.2631027698516846
49676,2.3403868675231934
49677,2.39530086517334
49678,2.321720600128174
49679,2.3636481761932373
49680,2.035586357116699
49681,2.0902035236358643
49682,2.004462718963623
49683,2.046755790710449
49684,2.150604486465454
49685,2.1993913650512695
49686,2.127817153930664
49687,2.1633591651916504
49688,2.1332502365112305
49689,2.185518980026245
49690,2.114252805709839
49691,2.144684314727783
49692,2.4126217365264893
49693,2.460745096206665
49694,2.3942673206329346
49695,2.4250781536102295
49696,2.385723829269409
49697,2.43323016166687
49698,2.3571295738220215
49699,2.3885653018951416
49700,2.364842653274536
49701,2.417468547821045
49702,2.3457705974578857
49703,2.377979040145874
49704,2.3709092140197754
49705,2.4232914447784424
49706,2.329249143600464
49707,2.373464822769165
49708,2.466381788253784
49709,2.524397611618042
49710,2.424622058868408
49711,2.454704999923706
49712,2.4663097858428955
49713,2.5216920375823975
49714,2.429685592651367
49715,2.4576590061187744
49716,2.501574754714966
49717,2.5490286350250244
49718,2.4557111263275146
49719,2.4882009029388428
49720,2.272547483444214
49721,2.329274892807007
49722,2.218928575515747
49723,2.27348256111145
49724,2.4633214473724365
49725,2.515845537185669
49726,2.4435627460479736
49727,2.4698565006256104
49728,2.485212564468384
49729,2.5244557857513428
49730,2.4340264797210693
49731,2.4702651500701904
49732,2.43727445602417
49733,2.4928107261657715
49734,2.400165319442749
49735,2.442281484603882
49736,2.4581425189971924
49737,2.5040676593780518
49738,2.424570322036743
49739,2.450817823410034
49740,2.530297040939331
49741,2.5804808139801025
49742,2.495022773742676
49743,2.5217230319976807
49744,2.5242416858673096
49745,2.574338674545288
49746,2.4969658851623535
49747,2.526916265487671
49748,2.369419574737549
49749,2.423689842224121
49750,2.360196113586426
49751,2.3858001232147217
49752,2.5554163455963135
49753,2.607205390930176
49754,2.528186082839966
49755,2.5529801845550537
49756,2.342707872390747
49757,2.4027349948883057
49758,2.32183837890625
49759,2.358267307281494
49760,1.7235169410705566
49761,1.7740079164505005
49762,1.7090919017791748
49763,1.7526369094848633
49764,2.19389271736145
49765,2.2604358196258545
49766,2.1795997619628906
49767,2.2282962799072266
49768,2.4469683170318604
49769,2.488588333129883
49770,2.4151687622070312
49771,2.460456132888794
49772,2.2661736011505127
49773,2.3133795261383057
49774,2.2244937419891357
49775,2.255131959915161
49776,2.4008572101593018
49777,2.443920850753784
49778,2.344726085662842
49779,2.393639087677002
49780,2.3294107913970947
49781,2.3839149475097656
49782,2.2822978496551514
49783,2.3311259746551514
49784,2.2988288402557373
49785,2.352752923965454
49786,2.2654550075531006
49787,2.303462266921997
49788,2.216200113296509
49789,2.2700681686401367
49790,2.1860063076019287
49791,2.221733570098877
49792,0.6951168775558472
49793,0.7052820920944214
49794,0.6700741648674011
49795,0.7010362148284912
49796,2.3813395500183105
49797,2.4394121170043945
49798,2.3484952449798584
49799,2.3995370864868164
49800,2.2320899963378906
49801,2.2798349857330322
49802,2.208634614944458
49803,2.243764638900757
49804,2.4060633182525635
49805,2.4549126625061035
49806,2.3733537197113037
49807,2.411935329437256
49808,2.107100248336792
49809,2.1749207973480225
49810,2.0850343704223633
49811,2.126181125640869
49812,2.3360788822174072
49813,2.392000675201416
49814,2.3079068660736084
49815,2.3430674076080322
49816,2.5223917961120605
49817,2.577510118484497
49818,2.500577449798584
49819,2.524319887161255
49820,2.380302667617798
49821,2.426109552383423
49822,2.3585994243621826
49823,2.384281635284424
49824,1.7493793964385986
49825,1.7997125387191772
49826,1.7310807704925537
49827,1.736558437347412
49828,2.2828080654144287
49829,2.3375566005706787
49830,2.2659385204315186
49831,2.290696382522583
49832,1.0461790561676025
49833,1.0815060138702393
49834,1.0506466627120972
49835,1.0671217441558838
49836,2.2968766689300537
49837,2.351766347885132
49838,2.2919504642486572
49839,2.316704750061035
49840,1.646526575088501
49841,1.698197603225708
49842,1.6314213275909424
49843,1.657209873199463
49844,2.2496883869171143
49845,2.3058013916015625
49846,2.2320480346679688
49847,2.2754361629486084
49848,2.2654917240142822
49849,2.3146302700042725
49850,2.249427556991577
49851,2.2703163623809814
49852,2.4582483768463135
49853,2.5044214725494385
49854,2.43105149269104
49855,2.4538230895996094
49856,2.396397590637207
49857,2.448474168777466
49858,2.353522539138794
49859,2.388972282409668
49860,2.4559195041656494
49861,2.506988525390625
49862,2.436965227127075
49863,2.4539926052093506
49864,2.404266119003296
49865,2.44858717918396
49866,2.3869621753692627
49867,2.394857168197632
49868,2.1813151836395264
49869,2.2344977855682373
49870,2.1562516689300537
49871,2.2099859714508057
49872,2.2631163597106934
49873,2.304579019546509
49874,2.2461905479431152
49875,2.274672746658325
49876,2.1189773082733154
49877,2.179581880569458
49878,2.0649406909942627
49879,2.106158494949341
49880,2.435408353805542
49881,2.485795497894287
49882,2.3986876010894775
49883,2.4275596141815186
49884,2.478792905807495
49885,2.5264527797698975
49886,2.448516368865967
49887,2.4789507389068604
49888,2.434907913208008
49889,2.481945276260376
49890,2.4041292667388916
49891,2.431215524673462
49892,2.1246039867401123
49893,2.178656816482544
49894,2.101874589920044
49895,2.1278135776519775
49896,2.221367120742798
49897,2.15444016456604
49898,2.0746238231658936
49899,2.180269479751587
49900,2.1994898319244385
49901,2.1176340579986572
49902,2.0487546920776367
49903,2.1503851413726807
49904,2.1109366416931152
49905,2.0645923614501953
49906,1.952039361000061
49907,2.0668489933013916
49908,1.458886981010437
49909,1.5087974071502686
49910,1.3390717506408691
49911,1.4893747568130493
49912,1.5384149551391602
49913,1.5457618236541748
49914,1.388688087463379
49915,1.529689073562622
49916,1.9171817302703857
49917,1.9398572444915771
49918,1.7753715515136719
49919,1.9007363319396973
49920,2.0684444904327393
49921,2.01605224609375
49922,1.929612159729004
49923,2.033931255340576
49924,2.155224561691284
49925,2.134848117828369
49926,2.006533145904541
49927,2.1431376934051514
49928,2.0205347537994385
49929,1.9809503555297852
49930,1.872556447982788
49931,1.983994722366333
49932,2.233219623565674
49933,2.207080602645874
49934,2.0748655796051025
49935,2.213592052459717
49936,2.0904700756073
49937,2.0596749782562256
49938,1.9530000686645508
49939,2.069334030151367
49940,2.240255117416382
49941,2.184685707092285
49942,2.086304187774658
49943,2.208296060562134
49944,1.963982343673706
49945,1.944196105003357
49946,1.8173918724060059
49947,1.9460480213165283
49948,2.3254082202911377
49949,2.2933528423309326
49950,2.175320863723755
49951,2.298306941986084
49952,2.3375391960144043
49953,2.3047502040863037
49954,2.179872751235962
49955,2.3167736530303955
49956,2.3385238647460938
49957,2.283529043197632
49958,2.178701400756836
49959,2.294706106185913
49960,2.2082712650299072
49961,2.1558918952941895
49962,2.0750885009765625
49963,2.1833655834198
49964,2.421438217163086
49965,2.3713314533233643
49966,2.2552969455718994
49967,2.382307767868042
49968,2.0746002197265625
49969,2.0351169109344482
49970,1.9269156455993652
49971,2.0445423126220703
49972,1.8296964168548584
49973,1.8152897357940674
49974,1.7150357961654663
49975,1.8280209302902222
49976,1.7939242124557495
49977,1.7708501815795898
49978,1.6441994905471802
49979,1.7536271810531616
49980,2.143101692199707
49981,2.059877634048462
49982,1.9733816385269165
49983,2.072782516479492
49984,2.412585496902466
49985,2.3065450191497803
49986,2.264763832092285
49987,2.350478172302246
49988,2.385744333267212
49989,2.329549551010132
49990,2.2299649715423584
49991,2.345736265182495
49992,2.2943947315216064
49993,2.2498257160186768
49994,2.144223690032959
49995,2.2705376148223877
49996,2.2642557621002197
49997,2.192422389984131
49998,2.122824192047119
49999,2.2251970767974854
50000,2.3403868675231934
50001,2.2911741733551025
50002,2.1858320236206055
50003,2.299659490585327
50004,2.035586357116699
50005,1.9817309379577637
50006,1.87808358669281
50007,2.003227949142456
50008,2.150604486465454
50009,2.1118037700653076
50010,1.9925686120986938
50011,2.128098726272583
50012,2.1332502365112305
50013,2.0891029834747314
50014,1.9956738948822021
50015,2.104515790939331
50016,2.4126217365264893
50017,2.369295597076416
50018,2.2696356773376465
50019,2.3835036754608154
50020,2.385723829269409
50021,2.3382389545440674
50022,2.242560625076294
50023,2.3565196990966797
50024,2.364842653274536
50025,2.3040690422058105
50026,2.204376459121704
50027,2.3212978839874268
50028,2.3709092140197754
50029,2.2700672149658203
50030,2.213235855102539
50031,2.3103857040405273
50032,2.466381788253784
50033,2.3251707553863525
50034,2.2994587421417236
50035,2.3810627460479736
50036,2.4663097858428955
50037,2.3407785892486572
50038,2.3088505268096924
50039,2.391990900039673
50040,2.501574754714966
50041,2.3925416469573975
50042,2.3463761806488037
50043,2.435286283493042
50044,2.272547483444214
50045,2.173785924911499
50046,2.116694927215576
50047,2.2106292247772217
50048,2.4633214473724365
50049,2.3801209926605225
50050,2.299682855606079
50051,2.412724494934082
50052,2.485212564468384
50053,2.3952267169952393
50054,2.324928045272827
50055,2.409362554550171
50056,2.43727445602417
50057,2.3143110275268555
50058,2.277080535888672
50059,2.3669660091400146
50060,2.4581425189971924
50061,2.372568368911743
50062,2.3121235370635986
50063,2.4155209064483643
50064,2.530297040939331
50065,2.4219608306884766
50066,2.3759162425994873
50067,2.475132703781128
50068,2.5242416858673096
50069,2.4227049350738525
50070,2.364379644393921
50071,2.4618279933929443
50072,2.369419574737549
50073,2.308202028274536
50074,2.2219889163970947
50075,2.332141160964966
50076,2.5554163455963135
50077,2.4576141834259033
50078,2.405085563659668
50079,2.500664234161377
50080,2.342707872390747
50081,2.2797160148620605
50082,2.1826088428497314
50083,2.304034948348999
50084,1.7235169410705566
50085,1.6979554891586304
50086,1.5955119132995605
50087,1.6837854385375977
50088,2.19389271736145
50089,2.1044418811798096
50090,2.0331647396087646
50091,2.1276931762695312
50092,2.4469683170318604
50093,2.3715052604675293
50094,2.3059351444244385
50095,2.390411138534546
50096,2.2661736011505127
50097,2.1906983852386475
50098,2.117225170135498
50099,2.229273557662964
50100,2.4008572101593018
50101,2.2761647701263428
50102,2.2408344745635986
50103,2.324083089828491
50104,2.3294107913970947
50105,2.2289540767669678
50106,2.166059732437134
50107,2.2647130489349365
50108,2.2988288402557373
50109,2.2120113372802734
50110,2.1426570415496826
50111,2.2477169036865234
50112,2.216200113296509
50113,2.122776508331299
50114,2.048104763031006
50115,2.155803680419922
50116,0.6951168775558472
50117,0.7354317307472229
50118,0.6464823484420776
50119,0.676283597946167
50120,2.3813395500183105
50121,2.262833833694458
50122,2.213500738143921
50123,2.302431344985962
50124,2.2320899963378906
50125,2.1942532062530518
50126,2.081652879714966
50127,2.2060494422912598
50128,2.4060633182525635
50129,2.3369696140289307
50130,2.251343011856079
